optimal_length,tour_length,score
2.626958131790161,2.626958131790161,0.0
2.690199613571167,2.690199613571167,0.0
3.2817533016204834,3.2817533016204834,0.0
2.662472724914551,2.662472724914551,0.0
3.2855114936828613,3.2855114936828613,0.0
2.587519884109497,2.587519884109497,0.0
2.816688060760498,2.816688060760498,0.0
2.8943991661071777,2.9135758876800537,0.0066254585053200366
2.768767833709717,2.768768310546875,1.7221998627192647e-07
2.6438961029052734,2.6405344009399414,-0.001271495487904395
2.5548453330993652,2.5548453330993652,0.0
3.4251163005828857,3.4352402687072754,0.0029558027336669124
1.9103331565856934,1.9790018796920776,0.03594594108868154
3.305424690246582,3.305424690246582,0.0
2.900714874267578,2.9007151126861572,8.219304192813581e-08
3.159193992614746,3.166649580001831,0.0023599650431451735
2.4851043224334717,2.485104560852051,9.593906247218342e-08
2.246422052383423,2.246422052383423,0.0
3.4160265922546387,3.4160265922546387,0.0
3.392540693283081,3.392540693283081,0.0
3.08591365814209,3.08591365814209,0.0
3.1126840114593506,3.126234769821167,0.004353399931354751
2.314985990524292,2.314985752105713,-1.029892103820984e-07
3.3120832443237305,3.435822010040283,0.03735979943397161
2.5853824615478516,2.5853824615478516,0.0
2.8722920417785645,2.9010374546051025,0.010007830822362562
2.480694532394409,2.477895975112915,-0.0011281345788241026
3.017211437225342,3.017211437225342,0.0
3.403691291809082,3.517087459564209,0.03331564411496801
2.8840813636779785,2.8840813636779785,0.0
2.8491222858428955,2.8491220474243164,-8.368141313219724e-08
2.6621408462524414,2.6621408462524414,0.0
3.106186866760254,3.106186628341675,-7.675603219681193e-08
2.3675224781036377,2.3693699836730957,0.0007803539719453134
3.045950174331665,3.1858160495758057,0.04591863531544127
2.5879244804382324,2.5879244804382324,0.0
3.743236780166626,3.743429660797119,5.152776642791679e-05
3.1359715461730957,3.1475417613983154,0.003689515371827712
2.3036611080169678,2.3036611080169678,0.0
3.1090247631073,3.1090247631073,0.0
2.8375613689422607,2.8375613689422607,0.0
3.0075831413269043,3.0082077980041504,0.00020769390167907353
